"X","Y"
-0.895250889141557,-0.234923525765402
-1.5624543274753,-0.885175993044695
-0.417089883126492,0.271888018049829
1.04435572526951,-0.734197504067649
-0.315568406681027,0.841983429961188
-1.73712384902476,-2.03719104074984
1.96641315717111,1.45295666192369
2.1528678980109,-0.434138628179502
-0.0812080267602958,1.45080850218963
-0.891781794029037,0.821016234539977
-0.293201702010266,-1.04239112183501
0.50577917106943,0.608477825846609
0.52675125409276,-0.222493343282789
1.06646932095091,1.2313566752569
0.294015895063748,0.628589480036184
0.0425492997633765,-1.26757361755317
1.83096958062302,-0.572751605498511
-0.32693749887808,-0.487472465045569
0.521480415807099,2.56598528732423
1.39986834733422,-0.35783612748179
-0.645447596468841,-1.41243138949505
-0.904351878449744,-0.568304791041892
-1.76458606961956,-0.746272562068363
-1.81048463818975,0.493747359351401
-1.16989891378141,-2.72528149494243
-0.685375735369436,-0.457615734339251
1.09091803183517,0.0144945075275287
-0.432340114040807,-0.399831023509433
0.268814775370724,-0.201608350198064
-0.851840753541132,-1.74182928585454
-1.49708417203583,-0.826033329437587
0.0887747459974043,-0.887360712723633
-1.60172430963135,-0.695299045952921
-1.24685724025742,-1.52958488449121
-1.06298912830654,-0.110637447363915
-0.26628305530967,0.0451634696288592
1.67658383263088,2.5200528826286
0.119572571440877,0.535542781034257
-0.0860079872690871,1.36359582805839
0.368080289748909,1.72937250996995
-0.271494206939639,1.37926732742329
-0.0859264618788124,-0.127662573750838
-0.190750153683344,-0.461333357787814
-0.781679768391051,1.02239787730549
0.792436346460761,-0.814298088654853
-0.28286988623389,-1.03846880699277
-0.236625531902745,0.928450553143057
1.17183009101022,1.72983145002732
0.496942768505321,-0.925139825948684
-0.887370979477135,-2.2834979593885
-1.30695315836496,-2.38160058115405
-2.43276412040427,-2.02554558512495
-0.407188960959958,-0.335098643325459
-0.285665299455223,-1.30878131266949
1.52221488310337,1.20100315334525
-0.998106907437742,-0.946268900068486
-0.289973726127379,0.206256579940999
-1.23683924300474,-0.675447507316727
-0.359506962064002,-2.70015447021752
0.543559153033075,0.42254755209331
-0.403647282894893,-0.0543899228706378
1.30330893265591,1.32896747385231
-0.717117243405944,1.33137979803966
-1.01270788405516,-0.92476923081864
0.831992902158869,2.24774586894653
1.33764359604195,0.868256457487716
0.601693509867379,-0.198217563055149
1.30285098047145,1.10466637601686
-0.881700578927026,-1.54068478518396
-0.824529071304578,-1.33700787719544
-0.984356518466055,-1.1391602659206
-1.38499150721135,0.70269993294853
-0.358842560435759,-1.69451276977832
-0.226618229456359,0.801938547570983
-0.941077436691343,-0.733188708932247
2.4603359481276,-0.048372817002224
0.716797281412897,0.602336759898045
-0.248087023209405,-1.01849037378952
1.01077288944297,0.0529780222228798
2.31304863448491,1.75235887915611
0.835179797449368,0.98571487565829
-1.07190333913753,-1.24729787324372
-1.6505261438491,0.215464529577012
-0.60048569030458,-0.420940526974254
-0.0585293830470613,0.127620874053089
0.0757267446338611,-0.522149221026395
-1.15783156137448,0.590893742238611
1.67360608794112,0.114623316085095
-1.04398823978305,-0.418944284341397
0.0146874765920298,-0.558746620672602
0.675321970429067,1.48262978763307
1.77834230986132,0.942774111448264
-1.29576363940663,-1.0852038131022
0.0796020218474959,-0.539100814053817
2.2608577144194,0.673224840266669
0.479090923233913,1.45477446090542
-0.535019997432816,-0.399174811276031
-0.773129330645406,-0.957174849520677
0.403634339015336,1.39603816898688
-0.58849643871802,-0.497285090817856
